,textID,text,selected_text,sentiment,class
22296,ced5c302f5,listening to jubey snoring on the phone  hehe goodnight,goodnight,positive,2
25644,1fbde4de35, I am working my way through a bottle of Excedrin. Maybe we are twins.,I am working my way through a bottle of Excedrin. Maybe we are twins.,neutral,1
24989,a0ab3350c4," Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",Why can`t people just be nice?,negative,0
14576,085f5b591e,_ Goodnight,Goodnight,neutral,1
21857,37714dcf51, ? what is this? is everyone abandoning me?        ;-),? what is this? is everyone abandoning me?,neutral,1
19410,4dcf655463, How about I make some more and bring u sum?,How about I make some more and bring u sum?,neutral,1
16122,f2a54fa66e,I`m excited for the things for Jay`s room to arrive,excited,positive,2
19140,9efcc0a929,  know. hahah xD what cha doin?,know. hahah xD what cha doin?,neutral,1
5260,28b224abab,just when i get the music to start playing..i clicked 'home',just when i get the music to start playing..i clicked 'home',neutral,1
5081,88a638bf79, - You can do yiiiit!  Night,- You can do yiiiit!  Night,neutral,1
24881,3206a7d930, to go in their next live chat.,to go in their next live chat.,neutral,1
14081,b6a29728d8, haha we had balcony seats  not that great. there`s a giant dragon thing that has glowing red eyes and moves its wings!,not that great.,negative,0
4413,77a183021d, i miss you too,i miss you too,negative,0
10312,ff3432f875," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",love,positive,2
13366,50ff617d77,"is watching two + a half men, work experience again tomorrow","is watching two + a half men, work experience again tomorrow",neutral,1
15794,fa74dd3864, weird. I tot it will usually rain east coast first. And east coast usually gets more rain.,weird.,negative,0
27203,f8faadeff4,I just vacuumed my entire house three times. Screw all vacuums!!,Screw all vacuums!!,negative,0
4446,9a4b4f2051, It will give me lulz from time to time.,It will give me lulz from time to time.,neutral,1
20604,73d3c0dfd7,"  hey girl, what`s up? what r u gonna do today?","hey girl, what`s up? what r u gonna do today?",neutral,1
2974,4349a49444, the end when they sing this is me and when they sing play my music,the end when they sing this is me and when they sing play my music,neutral,1
1739,434af71088,Very bad things.......I need to stop thinking!,Very bad things..,negative,0
7357,0d18523c23,: aiaahh.. poor u  tell ur mom already?,poor u,negative,0
10032,30a26386c8,is getting ready to start the work week...work 2 off 3 then work 3 more. It`s not bad  Have a great one everybody!!,It`s not bad  Have a great one everybody!!,positive,2
12735,745a788ae8, this is a travesty,this is a travesty,negative,0
24598,9096e1aeb7, Yay!  SNL is on!,Yay!,positive,2
22940,4c7c511365, i was in front of u the other day i waved and u didnt  off to eddie izzard now!,i was in front of u the other day i waved and u didnt  off to eddie izzard now!,neutral,1
1123,e487233140, aaawww  no worries fresh start to work on growing it out again,aaawww  no worries,positive,2
653,e6801164bc," lol i know but it was just so funny, ahaha","funny,",positive,2
13180,7563ea2e16,"No burgers to be found. New (old) camera to play with though, so that`s excellent.",excellent.,positive,2
27225,f05097eb3c," I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s`pose!","I loves me some Jeff Lynne,",positive,2
19232,0f38216066," Good to see you hear as well, Andy!",Good to see you,positive,2
26528,10da8bef28, Aw not again!  Feel better soon bb!,Aw not again!  Feel better soon bb!,neutral,1
9676,aa47a9bec9,"debating whether to go to bed and start reading the last harry potter book, even though as soon as i start reading it, i won`t wanna stop","debating whether to go to bed and start reading the last harry potter book, even though as soon as i start reading it, i won`t wanna stop",neutral,1
21339,9dd55e8b0e,How are YOU convinced that I have always wanted you? What signals did I give off...**** I think I just lost another friend,I think I just lost an,negative,0
6780,89613d7a9d,I just spent 45 minutes at the book store. I only bought one book.,I just spent 45 minutes at the book store. I only bought one book.,neutral,1
18326,e19eab5b9e,My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733,RIP,negative,0
14636,20fb0dce38,My friends are awesome!   -- and the non Twitter ones here right now too!!,My friends are awesome!,positive,2
17278,71a57755f6,'Friends are the same soul different bodies.' Plato,Friends,positive,2
23409,fbcaf1ca81,Can`t play World in Conflict because the computer is running too slow,too slow,negative,0
7815,b879b7d689,Slowly getting ready for work,Slowly getting ready for work,neutral,1
20530,6fe9a5c676,my first `star trek` anything was really entertaining.. now if I can just see Harold fly the enterprise to `white castle`,my first `star trek` anything was really entertaining.. now if I can just see Harold fly the enterprise to `white castle`,neutral,1
23639,ff6f7cbaeb,Ug. Full of cold and in a dark pub. Want to go outside,Ug. Full of cold and in a dark pub. Want to go outside,neutral,1
10957,e0606803af," that sounds pretty sweet, you too must be loving it! yeah man that sounds cool, keen for that","sweet,",positive,2
22170,133e78e31d, Agfest? it was pretty awesome.. loads of people were there lol,pretty awesome.,positive,2
22087,64adbd5b1f,OMG!!! am luat examenul la SPSS! Me so happy!,happy!,positive,2
11806,03eabd0afe, Are you blogging yet? I miss you writing,miss,negative,0
11103,d6e7c36b0e,_writes i`ve been wanting it for 2 years LOL...that and a HD camcorder,_writes i`ve been wanting it for 2 years LOL...that and a HD camcorder,neutral,1
9115,141b506382," Hi man, yeah I so wanna go, but I`m on Maui  #liloven",but,negative,0
8902,3412e405af,Brad Paisley+Alison Krauss- Whiskey Lullaby...so sad  but its awesome!,so sad  but its awesome!,neutral,1
26029,0b9d182f57,"meh, almost didn`t sleep, ain`t finished anything, I`m close to cancel the Dokomi",cancel,negative,0
17030,c6c7f21693,it`s still the 4 am hour at home and my day has begun... gonna drink a lot of coffee today.,it`s still the 4 am hour at home and my day has begun... gonna drink a lot of coffee today.,neutral,1
12023,edeb12d8c2, Morning Amy  xxxxxxx,Morning Amy  xxxxxxx,neutral,1
8921,7f4a70080d,I`m always the last one in the office....especially on Friday,I`m always the last one in the office....especially on Friday,neutral,1
6158,b9f3b0da84,kicking back at home,kicking back at home,neutral,1
14402,8140f3d608,At TGC concert  good to see old friends and remember the old times!,good,positive,2
15115,17edf96619,"Feels really sick. Just puked my guts out.    help, please.",sick.,negative,0
20110,b4e7391d34,"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder",you`re not really in a position to make that judgement,negative,0
19177,3d1d1de55e,Is waiting for Foreigner start,Is waiting for Foreigner start,neutral,1
23032,9d300f0f9a,just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,i liked it! what a colorful place. such a happy atmosphere,positive,2
24938,64be2c0d34, I found out this morning too.,I found out this morning too.,neutral,1
13095,4cda1699cf,had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin` Spartacus!.. aka: Mike-E!!!,had a very interesting day yesterday..,positive,2
15168,a01793083b,Is revisingg,Is revisingg,neutral,1
13315,13c9f02a06,Demi is a super girl but she don`t like the french fans,Demi is a super girl but she don`t like the french fans,neutral,1
13932,bf63d26837, well what about tomorrow? I miss you,I miss you,negative,0
18583,655b313866,"whaaay, first day on my own tomorrow. this should go well",well,positive,2
4749,b7ea6e1db5," You`re welcome!  Math is really *not* my favorite thing but it`s also so useful, so...","You`re welcome!  Math is really *not* my favorite thing but it`s also so useful, so..",neutral,1
1791,e2682e4cdb, yea he said brooke`s gonna come over to record today!  !,yea he said brooke`s gonna come over to record today!,neutral,1
11390,897c80c924,okay fine. i`ll start studying NOW. bye twitter world,okay fine. i`ll start studying NOW. bye twitter world,neutral,1
15565,e44294cb2e,night nurse!! :S,night nurse!! :S,neutral,1
2227,a1ca634afc, 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,.. I gave up on it,negative,0
903,d19ddcc745,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well","Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral,1
12399,fc247a6615,9100 tweets....just living the rockstar life one tweet at a time.,9100 tweets....just living the rockstar life one tweet at a time.,neutral,1
2873,3da31fa687,"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",connection errors a plenty.,negative,0
14240,cc9bfeb768,is hating the weather. UGH.,is hating the weather. UGH.,negative,0
23398,6de43d0ce5,All the people I talk to are GONE,All the people I talk to are GONE,neutral,1
5167,03f8b22ee7,"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@","Sorry william, gonna have to wait till next weekend ti",negative,0
11205,d02a53a963,I`m going to school...JOY! :/ 7:20 am! I`ve got to go!  BYE!,I`m going to school...JOY! :/ 7:20 am! I`ve got to go!  BYE!,neutral,1
10382,fd570efa13, oh haha thanks again! that`s something new!,oh haha thanks again!,positive,2
20100,788156942d,winter flu has to twitter about logies to get noticed. haha. I love rove,I love rove,positive,2
5500,8169cd1509,making mother`s day gift,making mother`s day gift,neutral,1
16767,4fa93484ca, Thx for FF  #followfriday,Thx,positive,2
13025,68c94de08a, boo. i got rained out at the beach.,i got rained out at the beach.,negative,0
103,fd9fb4f1ad,i realy wanted to go out cause its so nice but everybodys busy,busy,negative,0
1243,ba89f20eea,"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",hurts,negative,0
3595,3eee471b9f," I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south","I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south",neutral,1
25153,7dd0e2f478,wanted to go to the club...dancing;)..but now iï¿½m tired anyways i have to go to work tomorrow!,tired,negative,0
13855,4f8932c7f9,favorite shirt ruined:death by bleach  #fb,ruined:d,negative,0
16223,13faba9a16,5-4-09 what do you think ill be doing tonight,5-4-09 what do you think ill be doing tonight,neutral,1
27004,57e8b90fc7," Maybe because you got in 4 hours ago from an awesome night? Nah, that can`t be it.","Maybe because you got in 4 hours ago from an awesome night? Nah, that can`t be it.",neutral,1
2378,fe44699ab1, Happy Birthday!  sorry for the blank one my sister messed me up.,sorry,negative,0
12393,d86eaa0487, what Brody how dare u,what Brody how dare u,negative,0
4123,37835b330f, I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,negative,0
20086,f33a2d10e2, thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,thanks,positive,2
25522,ad1048f94a," demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",love you so much!!!,positive,2
23749,5aa141201e, I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,neutral,1
26489,b172a58de2,New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,I wish,positive,2
26971,ed06e616d7," but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",hate,negative,0
3726,bcb2863df2," if I do that, I`ll have no pc","if I do that, I`ll have no pc",neutral,1
4540,886522c33a,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8,funny,positive,2
4931,a11f6acdc4, and I have to wait till January. Life is not fair!,Life is not fair!,negative,0
3308,e77ea2029b," lucky you, all we`ve had is rain in the city today  enjoy! ;)","lucky you,",positive,2
14300,ebdd8fcbda,_yeah - I know the feeling... Good morning mate!,Good morning mate!,positive,2
22287,ff452f31b1," Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x",sooo awesome!!,positive,2
5843,9f04d486fb," If you click on Settings, there is a link to the public timeline at the bottom of that page.","If you click on Settings, there is a link to the public timeline at the bottom of that page.",neutral,1
19757,82cfcadf20,"Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers","Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers",neutral,1
15013,1cd31b0a4f, anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',neutral,1
6530,936068c18b,  thanks for following!  pretty complicated id you have there lol,thanks for following!  pretty complicated id you have there lol,neutral,1
21302,b093e8090b,"Happy Star Wars Day, everyone! May the force be with you all, be you Padawan or Jedi.","Happy Star Wars Day, everyone! May the force be with you",positive,2
21812,78717dbb3c,wants New Moon.  AHH Im going crazy.,AHH Im going crazy.,negative,0
10453,b7d9ae9072, Thanks lady!!,Thanks lady!!,positive,2
11616,fc07b0d2e0, haha  I need to get in better shape first.. I have cageball on thursdays == me dead on sofa the whole evening,= me dead on sofa the whole evening,negative,0
1376,eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,IN COO,positive,2
25312,7554945466,why nobody write with me ? !,why nobody write with me ? !,neutral,1
23566,8f6b4a4e60,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff","good times, good times   At work",positive,2
20408,4561349aee, Sounds like a good five days,good,positive,2
880,80c985a159,"Omg, my mom just called... Im too late... Hes gone",Im too late... Hes gone,negative,0
1508,48377c4bef," praying to be humble is always dangerous, He will answer you  (God gives grace ...)","praying to be humble is always dangerous, He will answer you  (God gives grace ...)",neutral,1
17319,1f4753b36f, i hope so. i really need one! we`ll see. unfortunately drama always finds me.,unfortunately,negative,0
17302,b5454503fc, perfect song!,perfect song!,positive,2
16277,3d426e519a,Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,neutral,1
15959,8591d38845," -  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****",ve funnn,positive,2
2871,c3a903564e, lol. I see what you did there.,lol.,positive,2
8417,1eb32d47fd,listening to varsity fanclub,listening to varsity fanclub,neutral,1
2328,13cb60cfc5," Sigh. It is a sad, lonely profession.","It is a sad, lonely profession.",negative,0
9037,a0439fdbc0, i`ll miss y`all back... give  my regards...,i`ll miss y`all back...,negative,0
22862,7d454624f4,why the hell is youtube not working???  NO NO  NO NO   NO  NO NO NNO NO,why the hell,negative,0
19253,172de1a54a,Download movie  'Ben 10: Alien Force' http://tinyurl.com/czb7b2 cool #movie,cool #movie,positive,2
2771,961e6af49c,"don`t think that went well, was only in there for 15 mins","don`t think that went well,",negative,0
18413,d878cf0cb3,i hate parents,i hate parents,negative,0
3078,d08766b1e7," thanks, I deserve it.","thanks,",positive,2
13364,3a08bd17e7,Eating at Zippys with candace!,Eating at Zippys with candace!,neutral,1
25047,67e807a999,Watchin` JONAS,Watchin` JONAS,neutral,1
25922,560420c762, OMG!!! That`s a nightmare,OMG!!! That`s a nightmare,negative,0
13902,4e40253577,About to get crazy,About to get crazy,neutral,1
6988,8596adbc86,"is rotting away at her desk. Would`ve been really down and out but thanks to YL, you made my day. You`re the best support system - EVER!",support,positive,2
24292,0010789f06, ooohhh imma need you to get on that asap love you,love you,positive,2
27363,a232d645c7, Stu Lantz is awesome! I miss Chick Hearn tho,Stu Lantz is awesome! I miss Chick Hearn tho,neutral,1
11789,f8cff9beea,It`s a windy and rainy day,It`s a windy and rainy day,neutral,1
25059,43c9e2ebbf,  i hope you hoes are having so much fun...not TOO much without me though lol,h fun,positive,2
20615,8dcc294d46, Hey Dee... I wish I could make it to the mastermind session tomorrow  I`m in a wedding in Statesboro. hope to chat soon.,wish,positive,2
23284,2b70aec0b3,So the movie was 3-D and really gooood,really gooood,positive,2
13661,4a9f28d722," I saw slater on some MTV show, So you think you wanna dance with slater or some **** like that. Where`s Kelly Kapowski",some **** like that.,negative,0
20623,f771a2c384, ya`ll going out without me,ya`ll going out without me,neutral,1
20700,365711c26e,"somebody smuggle me to sydney, i`ll be your slave for eternity",i`ll be your slave for eternity,negative,0
22966,19ad1dda56,missing ontario..,missing ontario..,neutral,1
21169,cf7f890407,woken up by a bacon and egg sandwich in bed - man I have good housemates,good,positive,2
5183,7b27e08bf1,  We forgive you and we have missed you!,We forgive you and we have missed you!,neutral,1
9383,8d4ad58b45,eating breakfast  getting ready to go to school ;(,eating breakfast  getting ready to go to school ;(,negative,0
10654,f2fda0303d,my little sister told me i have a double chin  aww,my little sister told me i have a double chin  aww,neutral,1
25885,3cde2fc066, They ended up staying late  But how was ur night?? LOL,They ended up staying late  But how was ur night?? LOL,neutral,1
17101,04100a8743,Morning.  Tweet Tweet.,Morning.  Tweet Tweet.,neutral,1
25548,2f6c8287b9," He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs.",steals,negative,0
383,b534d768ca,Woo CAVS.  Happy Mother`s Day!,Happy,positive,2
22992,d3d6d88c73,Ugh... Waiting.... Interminable...,Ugh... Waiting.... Interminable...,negative,0
26490,140c1ad9f0,Going to the doctors now. Scared as ****.,Scared as ****.,negative,0
5431,fe9ecf257d," a midwest girl, lol....so close and yet so far",lol....,positive,2
5692,cafc8d4e17,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,good book.,positive,2
16500,d9e249144e,So its Superstar Sunday?  is one superstar I know   #sunday,So its Superstar Sunday?  is one superstar I know   #sunda,neutral,1
24363,0a0cd9f837," Nah, they don`t. All my Twiter followers are fabulous.",fabulous.,positive,2
21248,5136fdc132, i dont have a bank. i cash my **** at tom thumb. i`ve had four bank accounts--and they`ve all gone negative,negative,negative,0
3649,6a9d0c69d1, Awesome fortune cookie!  I think you really WILL go to exotic places.  Hope all is well!!!,Awesome,positive,2
20254,3af4fc19aa, i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,h don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative,0
4432,0ee9b19cc5,chapter 27... probably on monday. i still need more comments.,chapter 27... probably on monday. i still need more comments.,neutral,1
3043,f7be4bc7ad,wants to go out tonight but cant get home,but cant get home,negative,0
3673,d9c65351ce, morning to you too joe,morning to you too joe,neutral,1
24167,004820461a,Jacqueline Wilson day on CBBC,Jacqueline Wilson day on CBBC,neutral,1
14011,176e5e5aea, what happened? who`s the jerk!?,who`s the jerk!?,negative,0
20711,adb0d508ff," Yes bb  There are actually 2 of them, but the other one I don`t really give a **** about.","m, but the other one I don`t really give a **** about.",negative,0
1420,6e675117b8, Me too   haha I did but have no credit,Me too   haha I did but have no credi,neutral,1
26791,20346669cc,Facebook.com isint letting me change my profile picture,isint letting me,negative,0
23865,4c31317e08,on that note - i do not feel missed.,i do not feel missed.,positive,2
9511,a85b1cd9f9, your in london?   are you doing any shows here?,your in london?   are you doing any shows here?,neutral,1
15102,52dc330ff4, What are we doin!!?? Tell me! tell me!,What are we doin!!?? Tell me! tell me!,neutral,1
14649,f51e6e361e,I`d rather sit on a bench with a friendly psychiatric patient than go a party with some 'cool' person,friendly,positive,2
3572,c136653476,"Tati, I sent you an emal doll, did you get it?    ","Tati, I sent you an emal doll, did you get it?",neutral,1
1117,894782cf8a,Good days with good friends make me not regret living,Good days with good friends ma,positive,2
11869,a439c1e25c,"_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days",happy days,positive,2
24309,4bb594fa0d,school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,so pointlesss.,negative,0
12019,2838f92a2b,has just joined the twitter community,has just joined the twitter community,neutral,1
20430,12c28b4d30,wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,neutral,1
3888,6aac2938d8,_Exp not where i live.,_Exp not where i live.,neutral,1
7152,1dea9f86e1,Now english academy,Now english academy,neutral,1
24261,72dffbd0ef," I will, n btw happy mothers day sissy","I will, n btw happy mothers day sissy",positive,2
21796,a452d71fc8, nope,nope,neutral,1
22140,c71824278e,Still up playin rock band woot woot,Still up playin rock band woot woot,neutral,1
26426,72543be785, hahaha probably not  sorry. We`ve got some things to do around the house...and then we have to go to Jared`s parents house,not  sorry,positive,2
262,dbe1d16b29, it was only once for my big brother...and I`m done now,it was only once for my big brother...and I`m done now,neutral,1
18740,da1d54f5ec,"Days with cellstorms, I like it!",like,positive,2
22944,f30f137d20,@ Sly party enjoying life  partying tonight.....maybe?,enjoying life  partying tonight.,positive,2
20852,b91c2995d0,I miss my 8703,miss,negative,0
16487,44d6fb791a,  Chroma Key coolness ... When are the cumulus seminars going online couldn`t see the live feed here,Chroma Key coolness ... When are the cumulus seminars going online couldn`t see the live feed here,neutral,1
8724,26f6672d1c, NICE I must see this,NICE,positive,2
2157,6ffce3b32e,watching the movie 1984 for my book report  im lazy to read,watching the movie 1984 for my book report  im lazy to read,neutral,1
20383,54b8eded9a,Last week I had 516 hits on my guinea pig pictures on webshots! And I didn`t even promote them! Way to go,Way to go,positive,2
13650,dd4ea5027a, Gotta love skype! Make sure you get their new update!,love,positive,2
23327,7b8fcb4aac,IT DIDN`T WORK,IT DIDN`T WORK,negative,0
11602,3a10f71633,I love my big brother very much.,I love my big brother very much.,positive,2
17048,9a6698f892,"Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.","Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.",neutral,1
1207,993ed46c7e,It`s teddy-chucking time,It`s teddy-chucking time,negative,0
18338,7d03fba3c2,"laughed so much today over that picture of lauren, that my chest hurts.",hurts.,negative,0
12850,5a3ec92615,_dk No problem,No problem,positive,2
15173,502f776b6b, holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though,holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though,neutral,1
4156,deea02e346,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,negative,0
1775,cb37dd4f3b,she`s gone   I miss my kay way already,she`s gone   I miss my kay way already,negative,0
10226,b9c5b11c14, That sounds cool! And you`re paying - even better,cool!,positive,2
7532,2f2542a3c2,"Whoa, I didn`t mean to sleep for more than an hour","Whoa, I didn`t mean to sleep for more than an hour",neutral,1
6489,706eb3421b, maybe you need to start a 'wholey created by evolution' or 'wholely composed of matter' flickr group,maybe you need to start a 'wholey created by evolution' or 'wholely composed of matter' flickr group,neutral,1
16045,a5bc478966,i just woke up and remembered theres no school!!! life is good  xxxxxx,good,positive,2
93,55bacda5eb,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,tired,negative,0
4307,67b21ecb00, Haha I like that. You`re actually saying thanks to the bots! Never looked at it like that.,a I like that.,positive,2
3062,a71a8b1d77,watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,miss,negative,0
5783,c486b14590,oh how i love texting my drunk friends  hahahaha,love,positive,2
9712,f9847d309e, Jess is invited just not me  I feel really unloved by u AND Aj right now hahaha!,l really unloved,negative,0
16600,f3e2413b15, yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/,yeeeeah . . . and it was in into too  seen Empire top 100 computer games?,neutral,1
6002,167052ea96, oh no not difficult. It`s just nuts that`s how you have to market yourselves on home turf,oh no not difficult.,positive,2
14246,ebda3686bc,i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,positive,2
12830,cbbbffcfe2," I`m sure It will be repeated soon, seems to be on  TV quite a lot lately. Glad you mentioned it last night, watched it again",". Glad you mentioned it last night, watched it again",positive,2
26207,36e8f0f140, Oh come on!!! You get next week off and I get next week full of exams!,Oh come on!!! You get next week off and I get next week full of exams!,neutral,1
19934,2ef9464a61,home.Going to be a warm day on top of it. Is it Friday yet?,home.Going to be a warm day on top of it. Is it Friday yet?,neutral,1
21092,51bcf89734,Chillin at a bbq gettin my drink on,Chillin,positive,2
9954,14aaecc740, yes. Yes you will.,yes. Yes you will.,neutral,1
24871,91638a406f,Star Trek was actually really good,really good,positive,2
21261,605225ad21,Freakin` frustrated why can`t my coach realize that times are hard ain`t nobody got the money to buy cookie dough for no new uniforms,frustrated,negative,0
11223,3fa26dc25b, you fail. at life.,fail.,negative,0
6513,d845ed6f85, congratulation  about the icehockey victory against switzerland..,congratulation,positive,2
272,52d8be9124, huh what the ****? Smelly? Noooo. I love alex Vixon,huh what the ****? Smelly? Noooo. I love alex Vixon,neutral,1
12250,e17b606c9c,Whoishonorsociety <never wear your pajama pants to school  >,Whoishonorsociety <never wear your pajama pants to school  >,neutral,1
8038,57a8f2f255,Back from mountains,Back from mountains,neutral,1
10526,47671f2b86,Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,neutral,1
17819,f80564b6f0, I need a hug  I`m doing my junior cert this week and I`m totally stressed out :`(,I need a hug  I`m doing my junior cert this week and I`m totally stressed out,negative,0
1356,7651967ec9,"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!","fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral,1
17210,6a5ec7efd8,"Nine o`clock on a Sunday morning - Outside, sat around the table enjoying the early rays of sun, reading Twitter article in Sunday Times","enjoying the early rays of sun,",positive,2
15593,9114e3fecc," Would *you* pay $60K for a lunch with Oscar de la Renta?  I don`t see her hitting East Village shops, do you?","Would *you* pay $60K for a lunch with Oscar de la Renta?  I don`t see her hitting East Village shops, do you?",neutral,1
18127,44c728cea9,At the movies. . . About to watch Star Trek!,At the movies. . . About to watch Star Trek!,neutral,1
18038,56e70bc330,_Cool yep here`s hoping,hoping,positive,2
2963,e6bf7c13e3, Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!,would be amazing,positive,2
27089,2b945b9f57,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9,tired.,negative,0
12043,8b52f2f724,"_dizon it`s a little late but congratulations, leah  happy mothers day!","it`s a little late but congratulations, leah  happy mothers day!",positive,2
22456,bb98aed1ee,Seen the doctor today. Everything was fine! Might go for ultrasound scan just as a precaution,fine!,positive,2
8740,d9a9c8f8e9,last day of school  so sad,last day of school  so sad,negative,0
22270,5931a8cc5e," Hey OJ, I just want to ask, you hooked up with somebody ayt now?","Hey OJ, I just want to ask, you hooked up with somebody ayt now?",neutral,1
5210,4cb5e08f9f," Not allowed to call as I live in the UK, my parents say it will cost to much  Sucks !!",Sucks,negative,0
5513,0d6f4d55af," the signal that makes your internet 'go' is pretty bad  getting a tech out will get that fixed up, though!","the signal that makes your internet 'go' is pretty bad  getting a tech out will get that fixed up, though!",neutral,1
1252,a5cd62f098, couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,neutral,1
6812,b6500aeb87," Yep, they sang your song!","Yep, they sang your song!",neutral,1
6949,a19f11d180,"trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both","trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both",neutral,1
6969,8390d4aa0d,"Fell down the stairs at dancing, sword fell on me and now my bum hurts",now my bum hurts,negative,0
10299,af9793fab2, nah they were mine   had ones without fingers,nah they were mine   had ones without finger,neutral,1
7379,aab023c582,  HELLOOOO !!!,HELLOOOO !!!,neutral,1
4327,7a6dda6abc,mmmmmm mcdonalds coffee is soooooo good.....maybe going to hookah tonight with the abbster,soooooo good..,positive,2
15785,653104654e," ooooo,  an explanation?, Thank god for that or u would forever be wondering!..I love a good night mare tho!!",I love,positive,2
3966,1f7ac5ca5e,so cold,so cold,negative,0
1757,58deb5c585,Scotts the only guy for me   Good night<3,Good night<3,positive,2
18826,df7ee6a593, still @ the courthouse!     Happy to have a job... sad its this one!,Happy to have a job... sad its this on,neutral,1
